bill no,product name,no of units,full amount,date
99374,DETTOL ANTISEPTIC LIQUID 500ML,4,3242.19,2025-10-01
99375,VEG PUMPKIN 1KG,3,361.42,2025-10-01
99376,MAGGI COCONUT MILK POWDER 1KG,1,1527.02,2025-10-01
99377,DILMAH PREMIUM LEAF TEA 200G,3,2402.57,2025-10-01
99378,UBC SAVOURY MURUKKU 100G,4,512.76,2025-10-01
99379,KIST PEANUT BUTTER 340G,4,3226.2,2025-10-01
99380,ANCHOR BUTTER 227G,5,6085.04,2025-10-01
99381,VEG PUMPKIN 1KG,3,356.11,2025-10-01
99382,FT AVOCADO 1KG,1,594.78,2025-10-01
99383,VEG GARLIC 1KG,3,3649.23,2025-10-01
99384,SIRILAK POP CORN,5,743.46,2025-10-01
99385,COCONUT,5,659.34,2025-10-01
99386,COCONUT,5,639.09,2025-10-01
99387,CINNAMON STICKS 50G,3,1199.08,2025-10-01
99388,TURMERIC POWDER 100G,4,1397.93,2025-10-01
99389,VEG PUMPKIN 1KG,3,361.03,2025-10-01
99390,VEG CABBAGE 1KG,2,355.5,2025-10-01
99391,VEG LIME 1KG,1,491.77,2025-10-01
99392,WHITE RAW RICE 1KG,2,446.14,2025-10-01
99393,PRIMA PLAIN FLOUR 1KG,2,752.03,2025-10-01
99394,icecream,5,3697.03,2025-10-01
99395,VEG LIME 1KG,1,501.42,2025-10-01
99396,FT AVOCADO 1KG,3,1777.42,2025-10-01
99397,LAKMO EGG PACK L 10,4,2199.65,2025-10-01
99398,AQUAFINA BOTTLED WATER 5L,3,761.27,2025-10-01
99399,VEG PUMPKIN 1KG,2,238.27,2025-10-01
99400,FRESH MILK 1L,1,407.07,2025-10-01
99401,MUNCHEE CHOCOLATE MARIE 90G,2,181.65,2025-10-01
99402,FRT BANANA (AMBUL) 1KG,2,495.73,2025-10-01
99403,CLEAR SHAMPOO 180ML,1,507.51,2025-10-01
99404,RED LENTILS (MYSOOR DHAL) 1KG,1,497.05,2025-10-01
99405,KELLOGGS CORN FLAKES POUCH 250G,4,2756.16,2025-10-01
99406,SIRILAK POP CORN,3,455.98,2025-10-01
99407,VEG CUCUMBER 1KG,2,295.86,2025-10-01
99408,MAGGI COCONUT MILK POWDER 1KG,2,2950.24,2025-10-01
99409,icecream,1,754.85,2025-10-01
99410,TESS CANNED MACKEREL 425G,2,1393.99,2025-10-01
99411,icecream,1,763.64,2025-10-01
99412,VEG GREEN BEANS 1KG,3,890.54,2025-10-01
99413,CURRY POWDER 100G,3,762.07,2025-10-01
99414,CURRY POWDER 100G,4,980.41,2025-10-01
99415,MD MANGO JAM 500G,3,1988.15,2025-10-01
99416,DILMAH PREMIUM LEAF TEA 200G,3,2430.38,2025-10-01
99417,TURMERIC POWDER 100G,3,1056.21,2025-10-01
99418,COCONUT MILK POWDER 400G,5,2943.15,2025-10-01
99419,MEADOWLEA FAT SPREAD 500G,2,2165.41,2025-10-01
99420,RIN DETERGENT POWDER 1KG,3,1454.75,2025-10-01
99421,LIFEBUOY SOAP TOTAL 10 100G,1,90.34,2025-10-01
99422,MEADOWLEA FAT SPREAD 500G,1,1082.6,2025-10-01
99423,MALIBAN GOLD MARIE 200G,1,196.63,2025-10-01
99424,PRIMA INSTANT NOODLES CHICKEN,1,121.66,2025-10-01
99425,HEINZ TOMATO KETCHUP 300G,5,3453.49,2025-10-01
99426,LITTLE LION CHOCOLATE CAKE SLICE,3,444.13,2025-10-01
99427,BROWN SUGAR 1KG,2,884.07,2025-10-01
99428,MALIBAN GOLD MARIE 200G,1,203.72,2025-10-01
99429,TESS CANNED MACKEREL 425G,1,691.13,2025-10-01
99430,ROZA PASTA SPAGHETTI 500G,3,1667.56,2025-10-01
99431,VEG LADIES FINGERS 1KG,2,404.93,2025-10-01
99432,SUNQUICK FRUIT JUICE 840ML,5,3677.97,2025-10-01
99433,KEELLS CHICKEN SAUSAGES 500G,2,1904.57,2025-10-01
99434,MUNCHEE CHOCOLATE WAFERS 85G,2,200.2,2025-10-01
99435,VEG SWEET POTATO 1KG,1,252.81,2025-10-01
99436,MD MANGO JAM 500G,4,2601.6,2025-10-01
99437,WHITE RAW RICE 1KG,1,216.02,2025-10-01
99438,WHITE RAW RICE 1KG,1,221.3,2025-10-01
99439,NESCAFE CLASSIC 100G JAR,4,5139.2,2025-10-01
99440,MAGGI COCONUT MILK POWDER 1KG,1,1494.92,2025-10-01
99441,FLORA TOILET PAPER ROLL 2PLY,2,198.24,2025-10-01
99442,VEG CARROT 1KG,1,323.13,2025-10-01
99443,SIRILAK FENUGREEK 100G,1,152.26,2025-10-01
99444,PAMPERS DIAPERS L 44S,1,4575.8,2025-10-01
99445,MALIBAN GOLD MARIE 200G,5,982.91,2025-10-01
99446,MUNCHEE CHOCOLATE MARIE 90G,5,457.17,2025-10-01
99447,FRESH MILK 1L,1,407.38,2025-10-01
99448,SIRILAK POP CORN,4,595.21,2025-10-01
99449,COCONUT MILK POWDER 400G,1,598.34,2025-10-01
99450,FRESH MILK 1L,1,400.42,2025-10-01
99451,EDINBOROUGH CORDIAL 750ML,1,448.36,2025-10-01
99452,VEG ASH PLANTAINS 1KG,1,148.9,2025-10-01
99453,VEG PUMPKIN 1KG,2,243.38,2025-10-01
99454,MILO POWDER 400G,4,3982.24,2025-10-01
99455,CINNAMON STICKS 50G,5,1978.02,2025-10-01
99456,KOTMALE CHEESE SLICES 10S,3,2279.56,2025-10-01
99457,ANCHOR BUTTER 227G,3,3663.66,2025-10-01
99458,NIPPON TUNA IN OIL 185G,2,1317.72,2025-10-01
99459,MAGGI COCONUT MILK POWDER 1KG,3,4462.48,2025-10-01
99460,PRIMA INSTANT NOODLES CHICKEN,2,240.36,2025-10-01
99461,LIFEBUOY SOAP TOTAL 10 100G,4,367.07,2025-10-01
99462,VIM DISHWASH LIQUID 500ML,4,1118.49,2025-10-01
99463,SIRILAK FENUGREEK 100G,2,299.27,2025-10-01
99464,LION SODA 1L,2,302.86,2025-10-01
99465,VEG BITTER GOURD 1KG,2,447.62,2025-10-01
99466,VIM DISHWASH LIQUID 500ML,2,564.19,2025-10-01
99467,LION SODA 1L,3,447.21,2025-10-01
99468,VEG CUCUMBER 1KG,1,149.66,2025-10-01
99469,TURMERIC POWDER 100G,2,700.07,2025-10-01
99470,DILMAH PREMIUM LEAF TEA 200G,2,1616.29,2025-10-01
99471,SIRILAK POP CORN,2,297.44,2025-10-01
99472,COCONUT MILK POWDER 400G,2,1186.34,2025-10-01
99473,EDINBOROUGH CORDIAL 750ML,1,457.72,2025-10-01
99474,SIRILAK ROASTED PEANUTS 75G,1,98.9,2025-10-01
99475,COCONUT,3,395.07,2025-10-01
99476,NEWS PAPER ARUNA,3,213.49,2025-10-01
99477,VEG GARLIC 1KG,2,2443.42,2025-10-01
99478,COCONUT MILK POWDER 400G,3,1797.83,2025-10-01
99479,ROYAL CASHEW NUTS 100G,4,3251.61,2025-10-01
99480,TURMERIC POWDER 100G,4,1381.1,2025-10-01
99481,CLEAR SHAMPOO 180ML,2,1008.61,2025-10-01
99482,SIRILAK CHILLI POWDER 100G,3,830.7,2025-10-01
99483,SALT 1KG,2,197.73,2025-10-01
99484,VEG SWEET POTATO 1KG,3,736.79,2025-10-01
99485,FLORA TOILET PAPER ROLL 2PLY,5,490.73,2025-10-01
99486,MALIBAN GOLD MARIE 200G,4,795.94,2025-10-01
99487,COCONUT OIL 750ML,2,1683.54,2025-10-01
99488,VEG POTATOES 1KG,2,766.73,2025-10-01
99489,COCONUT,5,656.09,2025-10-01
99490,TESS CANNED MACKEREL 425G,5,3522.47,2025-10-01
99491,KELLOGGS HEART TO HEART OATS 200G,5,3289.09,2025-10-01
99492,CINNAMON STICKS 50G,3,1201.02,2025-10-01
99493,WHITE RAW RICE 1KG,3,662.3,2025-10-01
99494,RICH LIFE SET KIRI DAIRY DESSERT 450G,4,1202.87,2025-10-01
99495,ROYAL CASHEW NUTS 100G,1,797.87,2025-10-01
99496,MUNCHEE CHOCOLATE WAFERS 85G,2,202.5,2025-10-01
99497,VEG TOMATOES 1KG,1,396.92,2025-10-01
99498,VEG CARROT 1KG,3,969.5,2025-10-01
99499,PRIMA INSTANT NOODLES CHICKEN,4,475.57,2025-10-02
99500,BAKEWELL WHITE BREAD 450G,3,542.47,2025-10-02
99501,ANCHOR BUTTER 227G,3,3661.99,2025-10-02
99502,VEG CAPSICUM 1KG,1,507.35,2025-10-02
99503,HIGHLAND SET YOGHURT 90G,1,80.88,2025-10-02
99504,MILO POWDER 400G,5,4939.83,2025-10-02
99505,VEG CUCUMBER 1KG,2,300.73,2025-10-02
99506,SUNQUICK FRUIT JUICE 840ML,3,2216.09,2025-10-02
99507,VEG CABBAGE 1KG,1,179.54,2025-10-02
99508,SIRILAK ROASTED PEANUTS 75G,5,496.19,2025-10-02
99509,LIFEBUOY SOAP TOTAL 10 100G,3,266.56,2025-10-02
99510,NEWS PAPER ARUNA,4,278.99,2025-10-02
99511,UBC SAVOURY MURUKKU 100G,5,647.79,2025-10-02
99512,BAYGON MOSQUITO COILS 10S,1,152.72,2025-10-02
99513,MD MANGO JAM 500G,4,2636.84,2025-10-02
99514,PAMPERS DIAPERS L 44S,2,9158.47,2025-10-02
99515,KIST PEANUT BUTTER 340G,2,1571.06,2025-10-02
99516,FRT BANANA (AMBUL) 1KG,2,497.19,2025-10-02
99517,MD MANGO JAM 500G,4,2593.02,2025-10-02
99518,PAMPERS DIAPERS L 44S,1,4418.36,2025-10-02
99519,VEG CUCUMBER 1KG,1,149.64,2025-10-02
99520,MD MANGO JAM 500G,2,1275.2,2025-10-02
99521,AIRWICK AIR FRESHENER 250ML,2,1204.62,2025-10-02
99522,VIM DISHWASH LIQUID 500ML,5,1379.31,2025-10-02
99523,COCONUT MILK POWDER 400G,3,1820.34,2025-10-02
99524,FRT PINEAPPLE,2,812.07,2025-10-02
99525,DETTOL ANTISEPTIC LIQUID 500ML,4,3179.17,2025-10-02
99526,WHITE SUGAR 1KG,2,688.77,2025-10-02
99527,DETTOL ANTISEPTIC LIQUID 500ML,3,2384.97,2025-10-02
99528,BAYGON MOSQUITO COILS 10S,2,305.3,2025-10-02
99529,CLEAR SHAMPOO 180ML,5,2477.14,2025-10-02
99530,EDINBOROUGH CORDIAL 750ML,2,889.76,2025-10-02
99531,COCONUT MILK POWDER 400G,3,1772.82,2025-10-02
99532,KOTMALE CHEESE SLICES 10S,5,3763.93,2025-10-02
99533,PRIMA INSTANT NOODLES CHICKEN,1,121.94,2025-10-02
99534,MUNCHEE CHOCOLATE MARIE 90G,3,266.86,2025-10-02
99535,CLEAR SHAMPOO 180ML,3,1481.44,2025-10-02
99536,LIFEBUOY SOAP TOTAL 10 100G,1,91.0,2025-10-02
99537,SIRILAK POP CORN,2,301.78,2025-10-02
99538,NIPPON TUNA IN OIL 185G,3,1943.77,2025-10-02
99539,LAKMEE SOY CUTTLEFISH 60G,5,894.72,2025-10-02
99540,HEINZ TOMATO KETCHUP 300G,1,712.47,2025-10-02
99541,KITHUL TREACLE BOTTLE 750ML,5,4483.81,2025-10-02
99542,HARISCHANDRA COFFEE 200G,1,900.27,2025-10-02
99543,DETTOL ANTISEPTIC LIQUID 500ML,1,784.68,2025-10-02
99544,BAKEWELL WHITE BREAD 450G,4,708.97,2025-10-02
99545,MALIBAN GOLD MARIE 200G,2,400.46,2025-10-02
99546,HARISCHANDRA COFFEE 200G,3,2657.55,2025-10-02
99547,MAGGI COCONUT MILK POWDER 1KG,1,1493.74,2025-10-02
99548,WHITE SUGAR 1KG,3,1031.23,2025-10-02
99549,VEG CUCUMBER 1KG,1,152.08,2025-10-02
99550,VEG CABBAGE 1KG,1,180.14,2025-10-02
99551,KOTMALE CHEESE SLICES 10S,2,1475.05,2025-10-02
99552,MAGGI COCONUT MILK POWDER 1KG,1,1521.67,2025-10-02
99553,MD MANGO JAM 500G,1,656.07,2025-10-02
99554,AQUAFINA BOTTLED WATER 5L,1,246.21,2025-10-02
99555,HEINZ TOMATO KETCHUP 300G,4,2821.59,2025-10-02
99556,VEG CABBAGE 1KG,3,545.97,2025-10-02
99557,VEG GARLIC 1KG,2,2368.04,2025-10-02
99558,VEG TOMATOES 1KG,3,1179.24,2025-10-02
99559,VEG SWEET POTATO 1KG,1,247.14,2025-10-02
99560,VEG TOMATOES 1KG,3,1203.0,2025-10-02
99561,NESCAFE CLASSIC 100G JAR,1,1320.33,2025-10-02
99562,VEG CABBAGE 1KG,1,179.41,2025-10-02
99563,NIPPON TUNA IN OIL 185G,4,2641.08,2025-10-02
99564,JOHNSONS BABY POWDER 200G,4,2407.54,2025-10-02
99565,FT AVOCADO 1KG,3,1809.46,2025-10-02
99566,VEG BIG ONIONS 1KG,2,702.33,2025-10-02
99567,KELLOGGS HEART TO HEART OATS 200G,5,3314.42,2025-10-02
99568,MUNCHEE CHOCOLATE MARIE 90G,1,90.27,2025-10-02
99569,PRIMA PLAIN FLOUR 1KG,1,385.6,2025-10-02
99570,WHITE SUGAR 1KG,3,1039.64,2025-10-02
99571,ANCHOR BUTTER 227G,5,5973.94,2025-10-02
99572,VEG GARLIC 1KG,1,1179.33,2025-10-02
99573,TESS CANNED MACKEREL 425G,2,1421.86,2025-10-02
99574,COCA-COLA 1.5L,2,593.86,2025-10-02
99575,LAKMO EGG PACK L 10,3,1627.07,2025-10-02
99576,GILLETTE RAZOR,1,251.92,2025-10-02
99577,MUNCHEE CHOCOLATE MARIE 90G,4,353.66,2025-10-02
99578,COCA-COLA 1.5L,1,299.0,2025-10-02
99579,EDINBOROUGH CORDIAL 750ML,5,2284.2,2025-10-02
99580,VEG CABBAGE 1KG,1,177.54,2025-10-02
99581,SIRILAK ROASTED PEANUTS 75G,2,198.27,2025-10-02
99582,KEELLS CHICKEN SAUSAGES 500G,5,4814.35,2025-10-02
99583,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2167.0,2025-10-02
99584,VIM DISHWASH LIQUID 500ML,4,1110.57,2025-10-02
99585,AIRWICK AIR FRESHENER 250ML,5,2960.0,2025-10-02
99586,SALT 1KG,2,202.55,2025-10-02
99587,MILO POWDER 400G,2,1964.61,2025-10-02
99588,MUNCHEE CHOCOLATE WAFERS 85G,5,503.74,2025-10-02
99589,VEG POTATOES 1KG,2,764.31,2025-10-02
99590,VEG ASH PLANTAINS 1KG,3,442.83,2025-10-02
99591,VEG GARLIC 1KG,2,2352.37,2025-10-02
99592,VEG BITTER GOURD 1KG,2,447.84,2025-10-02
99593,VEG LADIES FINGERS 1KG,2,403.9,2025-10-02
99594,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,5,2743.68,2025-10-02
99595,VEG TOMATOES 1KG,3,1188.29,2025-10-02
99596,MALIBAN GOLD MARIE 200G,3,590.21,2025-10-02
99597,VEG CABBAGE 1KG,1,182.68,2025-10-02
99598,VEG GINGER 1KG,2,2965.88,2025-10-02
99599,FRT PINEAPPLE,3,1223.1,2025-10-02
99600,VEG GINGER 1KG,2,2941.4,2025-10-02
99601,VEG POTATOES 1KG,2,746.57,2025-10-02
99602,PRIMA PLAIN FLOUR 1KG,3,1141.64,2025-10-02
99603,SIRILAK CHILLI POWDER 100G,4,1108.36,2025-10-02
99604,KEELLS CHICKEN SAUSAGES 500G,4,3832.67,2025-10-02
99605,LITTLE LION CHOCOLATE CAKE SLICE,1,149.09,2025-10-02
99606,CLEAR SHAMPOO 180ML,1,505.04,2025-10-02
99607,VEG GARLIC 1KG,2,2407.53,2025-10-02
99608,PRAN POTATO CHIPS 75G,1,178.29,2025-10-02
99609,VEG SWEET POTATO 1KG,3,740.43,2025-10-02
99610,VEG LIME 1KG,3,1479.18,2025-10-02
99611,WHITE RAW RICE 1KG,3,661.49,2025-10-02
99612,ANCHOR BUTTER 227G,1,1222.06,2025-10-02
99613,KELLOGGS HEART TO HEART OATS 200G,4,2642.93,2025-10-02
99614,VEG RED ONIONS 1KG,1,380.48,2025-10-02
99615,FLORA TOILET PAPER ROLL 2PLY,1,101.43,2025-10-02
99616,MEADOWLEA FAT SPREAD 500G,2,2171.55,2025-10-02
99617,VEG BIG ONIONS 1KG,1,355.61,2025-10-02
99618,KELLOGGS CORN FLAKES POUCH 250G,4,2843.19,2025-10-02
99619,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,3,1674.63,2025-10-02
99620,FT AVOCADO 1KG,2,1197.57,2025-10-02
99621,VEG TOMATOES 1KG,2,815.53,2025-10-02
99622,MILO POWDER 400G,1,993.93,2025-10-02
99623,DILMAH PREMIUM LEAF TEA 200G,4,3221.06,2025-10-02
99624,NESCAFE CLASSIC 100G JAR,2,2646.09,2025-10-02
99625,PRAN POTATO CHIPS 75G,5,903.33,2025-10-02
99626,VEG ASH PLANTAINS 1KG,3,445.83,2025-10-02
99627,LAKMO EGG PACK L 10,3,1633.74,2025-10-02
99628,NIPPON TUNA IN OIL 185G,2,1298.18,2025-10-02
99629,MUNCHEE SUPER CREAM CRACKER 120G,1,109.78,2025-10-02
99630,CHICKPEAS 1KG,3,1779.59,2025-10-02
99631,VEG CARROT 1KG,1,314.46,2025-10-02
99632,ROZA PASTA SPAGHETTI 500G,2,1115.09,2025-10-02
99633,DILMAH PREMIUM LEAF TEA 200G,1,805.86,2025-10-02
99634,COCONUT,2,258.93,2025-10-02
99635,NIPPON TUNA IN OIL 185G,1,656.72,2025-10-02
99636,BROWN SUGAR 1KG,2,885.28,2025-10-02
99637,VEG TOMATOES 1KG,2,805.87,2025-10-02
99638,VIM DISHWASH LIQUID 500ML,3,848.14,2025-10-02
99639,SIRILAK FENUGREEK 100G,2,296.78,2025-10-02
99640,DETTOL ANTISEPTIC LIQUID 500ML,5,4043.84,2025-10-02
99641,KOTMALE CHEESE SLICES 10S,3,2214.33,2025-10-02
99642,COCA-COLA 1.5L,5,1494.28,2025-10-02
99643,VEG POTATOES 1KG,1,377.71,2025-10-02
99644,TURMERIC POWDER 100G,3,1049.49,2025-10-02
99645,HARISCHANDRA COFFEE 200G,1,892.14,2025-10-02
99646,LAKMEE SOY CUTTLEFISH 60G,5,910.83,2025-10-02
99647,CINNAMON STICKS 50G,5,1997.33,2025-10-02
99648,VEG BITTER GOURD 1KG,2,435.24,2025-10-02
99649,FLORA TOILET PAPER ROLL 2PLY,5,492.55,2025-10-02
99650,AIRWICK AIR FRESHENER 250ML,4,2411.62,2025-10-02
99651,LAKMO EGG PACK L 10,5,2727.55,2025-10-02
99652,BROWN SUGAR 1KG,2,914.42,2025-10-02
99653,PRIMA INSTANT NOODLES CHICKEN,2,235.29,2025-10-02
99654,VIM DISHWASH LIQUID 500ML,4,1130.43,2025-10-02
99655,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2187.98,2025-10-02
99656,MD MANGO JAM 500G,4,2565.85,2025-10-02
99657,ENERGIZER BATTERY AA 2S,1,305.05,2025-10-02
99658,VEG TOMATOES 1KG,1,404.94,2025-10-02
99659,LION SODA 1L,1,150.86,2025-10-02
99660,HEINZ TOMATO KETCHUP 300G,1,689.43,2025-10-02
99661,BAYGON MOSQUITO COILS 10S,1,149.84,2025-10-02
99662,LITTLE LION CHOCOLATE CAKE SLICE,1,147.43,2025-10-02
99663,BAYGON MOSQUITO COILS 10S,4,606.94,2025-10-02
99664,CLEAR SHAMPOO 180ML,3,1526.33,2025-10-02
99665,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,1,545.97,2025-10-02
99666,BAYGON MOSQUITO COILS 10S,5,740.43,2025-10-02
99667,VEG LIME 1KG,3,1526.93,2025-10-02
99668,VEG LIME 1KG,3,1497.89,2025-10-02
99669,FRT PINEAPPLE,1,404.58,2025-10-02
99670,FRT PINEAPPLE,5,1962.56,2025-10-02
99671,WHITE SUGAR 1KG,1,352.94,2025-10-02
99672,COCONUT OIL 750ML,1,862.2,2025-10-02
99673,FRT PAPAYA 1KG,2,405.14,2025-10-02
99674,VEG SWEET POTATO 1KG,1,250.15,2025-10-02
99675,FRT PAPAYA 1KG,2,400.99,2025-10-02
99676,FT AVOCADO 1KG,2,1186.44,2025-10-02
99677,FRT PAPAYA 1KG,1,198.0,2025-10-02
99678,KITHUL TREACLE BOTTLE 750ML,2,1777.55,2025-10-02
99679,WHITE SUGAR 1KG,1,351.54,2025-10-02
99680,SUNQUICK FRUIT JUICE 840ML,1,753.19,2025-10-02
99681,SIRILAK ROASTED PEANUTS 75G,3,300.24,2025-10-02
99682,NEWS PAPER ARUNA,4,277.28,2025-10-02
99683,SAMAPOSHA 200G,1,176.95,2025-10-02
99684,LION SODA 1L,1,152.12,2025-10-02
99685,MALIBAN GOLD MARIE 200G,3,609.58,2025-10-02
99686,WHITE SUGAR 1KG,3,1062.82,2025-10-02
99687,FRESH MILK 1L,3,1222.1,2025-10-02
99688,MAGGI COCONUT MILK POWDER 1KG,2,2990.67,2025-10-02
99689,JOHNSONS BABY POWDER 200G,1,594.7,2025-10-02
99690,SUNQUICK FRUIT JUICE 840ML,2,1495.79,2025-10-02
99691,DETTOL ANTISEPTIC LIQUID 500ML,4,3216.82,2025-10-02
99692,VEG BIG ONIONS 1KG,2,708.06,2025-10-02
99693,CINNAMON STICKS 50G,4,1574.75,2025-10-02
99694,CLOGARD TOOTHBRUSH SMART PROMO,5,607.01,2025-10-02
99695,BAKEWELL WHITE BREAD 450G,1,176.92,2025-10-02
99696,AIRWICK AIR FRESHENER 250ML,3,1816.89,2025-10-02
99697,VEG CUCUMBER 1KG,3,452.65,2025-10-02
99698,VEG CAPSICUM 1KG,3,1529.56,2025-10-02
99699,SALT 1KG,2,201.89,2025-10-02
99700,BROWN SUGAR 1KG,1,448.49,2025-10-02
99701,VEG PUMPKIN 1KG,2,239.0,2025-10-02
99702,VEG ASH PLANTAINS 1KG,3,449.34,2025-10-02
99703,FRT BANANA (AMBUL) 1KG,1,252.66,2025-10-03
99704,MALIBAN GOLD MARIE 200G,5,990.76,2025-10-03
99705,FRT BANANA (AMBUL) 1KG,3,755.15,2025-10-03
99706,NESCAFE CLASSIC 100G JAR,5,6436.0,2025-10-03
99707,CLEAR SHAMPOO 180ML,1,506.73,2025-10-03
99708,VEG SWEET POTATO 1KG,3,757.51,2025-10-03
99709,FRT PINEAPPLE,4,1594.28,2025-10-03
99710,FRESH WHOLE CHICKEN SL 1KG,3,4139.95,2025-10-03
99711,ANCHOR BUTTER 227G,2,2368.73,2025-10-03
99712,KIST PEANUT BUTTER 340G,3,2361.21,2025-10-03
99713,VEG BIG ONIONS 1KG,3,1045.04,2025-10-03
99714,RIN DETERGENT POWDER 1KG,2,955.57,2025-10-03
99715,COCONUT OIL 750ML,4,3403.6,2025-10-03
99716,VEG LADIES FINGERS 1KG,2,396.5,2025-10-03
99717,VEG CUCUMBER 1KG,2,297.18,2025-10-03
99718,VEG LEEKS 1KG,1,283.78,2025-10-03
99719,FRESH MILK 1L,3,1187.76,2025-10-03
99720,VEG CUCUMBER 1KG,2,304.35,2025-10-03
99721,SALT 1KG,2,196.3,2025-10-03
99722,VEG ASH PLANTAINS 1KG,1,151.93,2025-10-03
99723,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,1,254.59,2025-10-03
99724,ROYAL CASHEW NUTS 100G,3,2401.71,2025-10-03
99725,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,3,756.56,2025-10-03
99726,LION SODA 1L,3,456.51,2025-10-03
99727,JOHNSONS BABY POWDER 200G,5,3038.37,2025-10-03
99728,PRAN POTATO CHIPS 75G,5,913.32,2025-10-03
99729,PAMPERS DIAPERS L 44S,2,8956.81,2025-10-03
99730,VEG CUCUMBER 1KG,2,296.84,2025-10-03
99731,RED LENTILS (MYSOOR DHAL) 1KG,2,989.42,2025-10-03
99732,VEG GARLIC 1KG,2,2419.27,2025-10-03
99733,AIRWICK AIR FRESHENER 250ML,5,3044.54,2025-10-03
99734,LAKMEE SOY CUTTLEFISH 60G,2,365.97,2025-10-03
99735,PRIMA INSTANT NOODLES CHICKEN,2,239.65,2025-10-03
99736,COCONUT MILK POWDER 400G,4,2397.02,2025-10-03
99737,VEG CARROT 1KG,3,961.45,2025-10-03
99738,FRESH WHOLE CHICKEN SL 1KG,3,4135.51,2025-10-03
99739,DILMAH PREMIUM LEAF TEA 200G,4,3154.33,2025-10-03
99740,VEG LADIES FINGERS 1KG,3,608.77,2025-10-03
99741,LAKMEE SOY CUTTLEFISH 60G,3,531.64,2025-10-03
99742,UBC SAVOURY MURUKKU 100G,1,130.65,2025-10-03
99743,COCONUT MILK POWDER 400G,3,1776.04,2025-10-03
99744,FRT PAPAYA 1KG,3,595.99,2025-10-03
99745,VIM DISHWASH LIQUID 500ML,1,278.46,2025-10-03
99746,SALT 1KG,2,202.36,2025-10-03
99747,KEELLS CHICKEN SAUSAGES 500G,2,1906.62,2025-10-03
99748,VEG CABBAGE 1KG,2,366.26,2025-10-03
99749,PRIMA INSTANT NOODLES CHICKEN,5,609.03,2025-10-03
99750,VEG TOMATOES 1KG,1,400.77,2025-10-03
99751,KELLOGGS HEART TO HEART OATS 200G,4,2635.06,2025-10-03
99752,WHITE SUGAR 1KG,2,706.84,2025-10-03
99753,CHICKPEAS 1KG,2,1207.96,2025-10-03
99754,CHICKPEAS 1KG,1,601.92,2025-10-03
99755,CLEAR SHAMPOO 180ML,4,2028.72,2025-10-03
99756,WHITE SUGAR 1KG,1,344.84,2025-10-03
99757,HIGHLAND SET YOGHURT 90G,1,79.12,2025-10-03
99758,NESCAFE CLASSIC 100G JAR,2,2581.04,2025-10-03
99759,DETTOL ANTISEPTIC LIQUID 500ML,3,2432.6,2025-10-03
99760,VEG GINGER 1KG,3,4547.49,2025-10-03
99761,VEG BITTER GOURD 1KG,2,433.29,2025-10-03
99762,VEG PUMPKIN 1KG,3,356.75,2025-10-03
99763,KIST PEANUT BUTTER 340G,2,1626.04,2025-10-03
99764,BROWN SUGAR 1KG,2,889.43,2025-10-03
99765,DETTOL ANTISEPTIC LIQUID 500ML,3,2356.47,2025-10-03
99766,LIFEBUOY SOAP TOTAL 10 100G,5,458.3,2025-10-03
99767,LION SODA 1L,1,148.4,2025-10-03
99768,RIN DETERGENT POWDER 1KG,2,964.82,2025-10-03
99769,NEWS PAPER ARUNA,5,353.07,2025-10-03
99770,KITHUL TREACLE BOTTLE 750ML,3,2719.37,2025-10-03
99771,EDINBOROUGH CORDIAL 750ML,3,1370.38,2025-10-03
99772,VEG GINGER 1KG,2,3054.54,2025-10-03
99773,VIM DISHWASH LIQUID 500ML,3,851.46,2025-10-03
99774,LAKMO EGG PACK L 10,2,1108.67,2025-10-03
99775,VEG LEEKS 1KG,3,848.07,2025-10-03
99776,JOHNSONS BABY POWDER 200G,2,1212.08,2025-10-03
99777,RICH LIFE SET KIRI DAIRY DESSERT 450G,4,1214.09,2025-10-03
99778,MD MANGO JAM 500G,1,639.18,2025-10-03
99779,VEG LADIES FINGERS 1KG,3,593.9,2025-10-03
99780,SIRILAK CHILLI POWDER 100G,1,281.93,2025-10-03
99781,RED LENTILS (MYSOOR DHAL) 1KG,3,1519.04,2025-10-03
99782,WHITE SUGAR 1KG,1,347.66,2025-10-03
99783,LIFEBUOY SOAP TOTAL 10 100G,3,273.82,2025-10-03
99784,PRAN POTATO CHIPS 75G,5,894.07,2025-10-03
99785,FRT PINEAPPLE,4,1580.19,2025-10-03
99786,BROWN SUGAR 1KG,3,1334.91,2025-10-03
99787,HARISCHANDRA COFFEE 200G,1,888.13,2025-10-03
99788,COCONUT OIL 750ML,1,861.74,2025-10-03
99789,ROZA PASTA SPAGHETTI 500G,3,1653.78,2025-10-03
99790,MUNCHEE CHOCOLATE WAFERS 85G,3,296.12,2025-10-03
99791,MAGGI COCONUT MILK POWDER 1KG,2,2973.9,2025-10-03
