ds,product,units,amount
2025-08-03,Plain Flour 1KG,77,29216.33
2025-08-03,Salt 1KG,72,7161.8
2025-08-03,Toilet Paper 2PLY,88,8715.91
2025-08-03,Tomatoes 1KG,69,27750.73
2025-08-03,White Rice 1KG,67,14614.37
2025-08-03,White Sugar 1KG,77,26867.64
2025-08-04,Bottled Water 5L,55,13858.93
2025-08-04,Butter 227G,34,40969.85
2025-08-04,Chocolate Wafers 85G,42,4246.09
2025-08-04,Coca-Cola 1.5L,46,13787.14
2025-08-04,Coconut,63,8092.74
2025-08-04,Coconut Oil 750ML,62,52046.91
2025-08-04,Coconut Sweets,66,13415.91
2025-08-04,Fresh Chicken 1KG,21,29250.01
2025-08-04,Fresh Milk 1L,56,22589.21
2025-08-04,Ice Cream 1L,68,50516.78
2025-08-04,Mango Jam 500G,54,35517.41
2025-08-04,Milo Powder 400G,43,43074.09
2025-08-04,Pineapple Whole,58,23640.05
2025-08-04,Plain Bread 450G,33,6031.0
2025-08-04,Plain Flour 1KG,64,24782.15
2025-08-04,Salt 1KG,65,6437.61
2025-08-04,Toilet Paper 2PLY,71,7217.99
2025-08-04,Tomatoes 1KG,71,28314.15
2025-08-04,White Rice 1KG,71,15887.62
2025-08-04,White Sugar 1KG,57,20075.83
2025-08-05,Bottled Water 5L,69,17575.43
2025-08-05,Butter 227G,35,42586.5
2025-08-05,Chocolate Wafers 85G,33,3317.71
2025-08-05,Coca-Cola 1.5L,44,12941.38
2025-08-05,Coconut,52,6709.7
2025-08-05,Coconut Oil 750ML,58,49871.93
2025-08-05,Coconut Sweets,71,14149.92
2025-08-05,Fresh Chicken 1KG,27,38196.2
2025-08-05,Fresh Milk 1L,74,29732.53
2025-08-05,Ice Cream 1L,56,42635.4
2025-08-05,Mango Jam 500G,59,38747.82
2025-08-05,Milo Powder 400G,33,32390.68
2025-08-05,Pineapple Whole,57,22638.99
2025-08-05,Plain Bread 450G,45,7939.62
2025-08-05,Plain Flour 1KG,57,21525.14
2025-08-05,Salt 1KG,52,5155.49
2025-08-05,Toilet Paper 2PLY,65,6574.72
2025-08-05,Tomatoes 1KG,73,29303.87
2025-08-05,White Rice 1KG,64,14158.91
2025-08-05,White Sugar 1KG,62,21779.66
2025-08-06,Bottled Water 5L,56,14274.7
2025-08-06,Butter 227G,45,54137.16
2025-08-06,Chocolate Wafers 85G,40,4070.49
2025-08-06,Coca-Cola 1.5L,46,13942.25
2025-08-06,Coconut,55,7102.53
2025-08-06,Coconut Oil 750ML,52,44805.72
2025-08-06,Coconut Sweets,68,13720.78
2025-08-06,Fresh Chicken 1KG,22,30277.41
2025-08-06,Fresh Milk 1L,63,25350.03
2025-08-06,Ice Cream 1L,50,36869.1
2025-08-06,Mango Jam 500G,52,33821.24
2025-08-06,Milo Powder 400G,34,34560.28
2025-08-06,Pineapple Whole,55,21889.3
2025-08-06,Plain Bread 450G,37,6656.94
2025-08-06,Plain Flour 1KG,71,26884.82
2025-08-06,Salt 1KG,51,5197.81
2025-08-06,Toilet Paper 2PLY,67,6743.94
2025-08-06,Tomatoes 1KG,73,28952.63
2025-08-06,White Rice 1KG,72,15535.02
2025-08-06,White Sugar 1KG,67,23587.24
2025-08-07,Bottled Water 5L,63,15745.73
2025-08-07,Butter 227G,37,44232.17
2025-08-07,Chocolate Wafers 85G,40,3971.82
2025-08-07,Coca-Cola 1.5L,33,9915.1
2025-08-07,Coconut,65,8509.98
2025-08-07,Coconut Oil 750ML,61,52142.99
2025-08-07,Coconut Sweets,59,11664.12
2025-08-07,Fresh Chicken 1KG,25,34549.04
2025-08-07,Fresh Milk 1L,55,21866.77
2025-08-07,Ice Cream 1L,74,56411.34
2025-08-07,Mango Jam 500G,55,36227.64
2025-08-07,Milo Powder 400G,47,47917.91
2025-08-07,Pineapple Whole,63,25285.43
2025-08-07,Plain Bread 450G,45,8036.52
2025-08-07,Plain Flour 1KG,64,24399.51
2025-08-07,Salt 1KG,70,6888.76
2025-08-07,Toilet Paper 2PLY,73,7304.67
2025-08-07,Tomatoes 1KG,58,22820.33
2025-08-07,White Rice 1KG,64,14014.28
2025-08-07,White Sugar 1KG,66,23039.57
2025-08-08,Bottled Water 5L,52,13135.28
2025-08-08,Butter 227G,39,47604.84
2025-08-08,Chocolate Wafers 85G,39,3941.66
2025-08-08,Coca-Cola 1.5L,36,10674.79
2025-08-08,Coconut,69,9037.49
2025-08-08,Coconut Oil 750ML,59,49887.27
2025-08-08,Coconut Sweets,92,18300.74
2025-08-08,Fresh Milk 1L,74,29778.96
2025-08-08,Ice Cream 1L,89,66553.38
2025-08-08,Mango Jam 500G,53,34763.34
2025-08-08,Milo Powder 400G,42,41580.41
2025-08-08,Pineapple Whole,94,37439.58
2025-08-08,Plain Bread 450G,47,8347.43
2025-08-08,Plain Flour 1KG,71,27508.05
2025-08-08,Salt 1KG,63,6371.77
2025-08-08,Toilet Paper 2PLY,74,7436.92
2025-08-08,Tomatoes 1KG,56,22392.07
2025-08-08,White Rice 1KG,63,13712.38
2025-08-08,White Sugar 1KG,72,25028.0
2025-08-09,Bottled Water 5L,89,22296.53
2025-08-09,Butter 227G,59,70439.78
2025-08-09,Chocolate Wafers 85G,49,4814.55
2025-08-09,Coca-Cola 1.5L,45,13346.52
2025-08-09,Coconut,76,9805.06
2025-08-09,Coconut Oil 750ML,86,72469.72
2025-08-09,Coconut Sweets,77,15323.76
2025-08-09,Fresh Chicken 1KG,32,44522.71
2025-08-09,Fresh Milk 1L,89,36049.12
2025-08-09,Ice Cream 1L,87,66212.61
2025-08-09,Mango Jam 500G,72,47657.72
2025-08-09,Milo Powder 400G,48,48313.04
2025-08-09,Pineapple Whole,96,38147.0
2025-08-09,Plain Bread 450G,56,9891.05
2025-08-09,Plain Flour 1KG,89,33223.56
2025-08-09,Salt 1KG,92,9119.04
2025-08-09,Toilet Paper 2PLY,68,6705.09
2025-08-09,Tomatoes 1KG,88,35820.88
2025-08-09,White Rice 1KG,95,20941.76
2025-08-09,White Sugar 1KG,65,23181.7
2025-08-10,Bottled Water 5L,90,22351.58
2025-08-10,Butter 227G,53,64437.32
2025-08-10,Chocolate Wafers 85G,50,4954.55
2025-08-10,Coca-Cola 1.5L,47,14090.73
2025-08-10,Coconut,90,11565.9
2025-08-10,Coconut Oil 750ML,88,74795.49
2025-08-10,Coconut Sweets,82,16331.21
2025-08-10,Fresh Chicken 1KG,28,39104.1
2025-08-10,Fresh Milk 1L,69,27503.99
2025-08-10,Ice Cream 1L,79,58924.92
2025-08-10,Mango Jam 500G,80,52975.46
2025-08-10,Milo Powder 400G,48,48417.67
2025-08-10,Pineapple Whole,86,34576.68
2025-08-10,Plain Bread 450G,62,11013.65
2025-08-10,Plain Flour 1KG,79,30550.37
2025-08-10,Salt 1KG,79,7867.59
2025-08-10,Toilet Paper 2PLY,69,7030.95
2025-08-10,Tomatoes 1KG,79,31945.42
2025-08-10,White Rice 1KG,72,15925.63
2025-08-10,White Sugar 1KG,94,32337.22
2025-08-11,Bottled Water 5L,58,14536.22
2025-08-11,Butter 227G,44,53307.3
2025-08-11,Chocolate Wafers 85G,35,3488.79
2025-08-11,Coca-Cola 1.5L,42,12676.56
2025-08-11,Coconut,71,9138.18
2025-08-11,Coconut Oil 750ML,50,43075.05
2025-08-11,Coconut Sweets,58,11561.31
2025-08-11,Fresh Chicken 1KG,26,36033.96
2025-08-11,Fresh Milk 1L,70,28054.26
2025-08-11,Ice Cream 1L,56,42361.98
2025-08-11,Mango Jam 500G,62,39882.9
2025-08-11,Milo Powder 400G,32,31481.39
2025-08-11,Pineapple Whole,50,20211.34
2025-08-11,Plain Bread 450G,41,7245.64
2025-08-11,Plain Flour 1KG,50,19366.75
2025-08-11,Salt 1KG,56,5621.03
2025-08-11,Toilet Paper 2PLY,55,5488.21
2025-08-11,Tomatoes 1KG,64,25589.57
2025-08-11,White Rice 1KG,67,14667.95
2025-08-11,White Sugar 1KG,62,21753.57
2025-08-12,Bottled Water 5L,54,13397.48
2025-08-12,Butter 227G,42,50016.91
2025-08-12,Chocolate Wafers 85G,32,3235.51
2025-08-12,Coca-Cola 1.5L,38,11269.79
2025-08-12,Coconut,56,7360.44
2025-08-12,Coconut Oil 750ML,51,43189.13
2025-08-12,Coconut Sweets,54,10788.34
2025-08-12,Fresh Chicken 1KG,25,35552.73
2025-08-12,Fresh Milk 1L,62,24857.21
2025-08-12,Ice Cream 1L,71,53670.3
2025-08-12,Mango Jam 500G,57,37474.86
2025-08-12,Milo Powder 400G,46,46864.61
2025-08-12,Pineapple Whole,69,27901.39
2025-08-12,Plain Bread 450G,33,5857.57
2025-08-12,Plain Flour 1KG,60,22590.92
2025-08-12,Salt 1KG,64,6450.48
2025-08-12,Toilet Paper 2PLY,70,7077.06
2025-08-12,Tomatoes 1KG,63,25376.67
2025-08-12,White Rice 1KG,52,11596.31
2025-08-12,White Sugar 1KG,51,17541.73
2025-08-13,Bottled Water 5L,53,13031.07
2025-08-13,Butter 227G,45,54783.24
2025-08-13,Chocolate Wafers 85G,37,3754.38
2025-08-13,Coca-Cola 1.5L,44,13405.87
2025-08-13,Coconut,69,8889.11
2025-08-13,Coconut Oil 750ML,56,47784.7
2025-08-13,Coconut Sweets,51,10098.82
2025-08-13,Fresh Chicken 1KG,23,32485.26
2025-08-13,Fresh Milk 1L,62,24889.81
2025-08-13,Ice Cream 1L,70,53072.09
2025-08-13,Mango Jam 500G,69,45541.38
2025-08-13,Milo Powder 400G,46,45223.2
2025-08-13,Pineapple Whole,57,23071.24
2025-08-13,Plain Bread 450G,37,6721.01
2025-08-13,Plain Flour 1KG,65,24638.69
2025-08-13,Salt 1KG,57,5719.88
2025-08-13,Toilet Paper 2PLY,64,6402.59
2025-08-13,Tomatoes 1KG,53,21302.41
2025-08-13,White Rice 1KG,57,12295.71
2025-08-13,White Sugar 1KG,59,20568.26
2025-08-14,Bottled Water 5L,58,14614.4
2025-08-14,Butter 227G,39,47330.45
2025-08-14,Chocolate Wafers 85G,46,4611.47
2025-08-14,Coca-Cola 1.5L,42,12569.25
2025-08-14,Coconut,58,7504.17
2025-08-14,Coconut Oil 750ML,59,50376.88
2025-08-14,Coconut Sweets,63,12371.42
2025-08-14,Fresh Chicken 1KG,21,29874.89
2025-08-14,Fresh Milk 1L,65,25623.53
2025-08-14,Ice Cream 1L,61,46518.7
2025-08-14,Mango Jam 500G,68,43984.06
2025-08-14,Milo Powder 400G,33,32367.67
2025-08-14,Pineapple Whole,64,25247.53
2025-08-14,Plain Bread 450G,48,8651.07
2025-08-14,Plain Flour 1KG,72,26975.91
2025-08-14,Salt 1KG,72,7094.56
2025-08-14,Toilet Paper 2PLY,74,7370.16
2025-08-14,Tomatoes 1KG,64,25902.38
2025-08-14,White Rice 1KG,73,16005.51
2025-08-14,White Sugar 1KG,67,23776.14
2025-08-15,Bottled Water 5L,65,16153.8
2025-08-15,Butter 227G,44,53446.32
2025-08-15,Chocolate Wafers 85G,40,3982.54
2025-08-15,Coca-Cola 1.5L,42,12409.33
2025-08-15,Coconut,69,9095.67
2025-08-15,Coconut Oil 750ML,54,45921.85
2025-08-15,Coconut Sweets,70,14150.25
2025-08-15,Fresh Chicken 1KG,28,39381.49
2025-08-15,Fresh Milk 1L,63,25515.2
2025-08-15,Ice Cream 1L,52,39166.91
2025-08-15,Mango Jam 500G,53,35027.45
2025-08-15,Milo Powder 400G,36,36140.04
2025-08-15,Pineapple Whole,69,27798.75
2025-08-15,Plain Bread 450G,43,7783.46
2025-08-15,Plain Flour 1KG,72,27408.62
2025-08-15,Salt 1KG,68,6921.6
2025-08-15,Toilet Paper 2PLY,56,5647.62
2025-08-15,Tomatoes 1KG,73,29314.76
2025-08-15,White Rice 1KG,58,13002.72
2025-08-15,White Sugar 1KG,68,23495.46
2025-08-16,Bottled Water 5L,71,17623.01
2025-08-16,Butter 227G,54,63797.42
2025-08-16,Chocolate Wafers 85G,55,5497.22
2025-08-16,Coca-Cola 1.5L,54,15899.19
2025-08-16,Coconut,74,9472.42
2025-08-16,Coconut Oil 750ML,94,79686.67
2025-08-16,Coconut Sweets,67,13554.11
2025-08-16,Fresh Chicken 1KG,28,39828.75
2025-08-16,Fresh Milk 1L,97,39447.5
2025-08-16,Ice Cream 1L,86,64455.42
2025-08-16,Mango Jam 500G,74,47305.66
2025-08-16,Milo Powder 400G,48,48451.12
2025-08-16,Pineapple Whole,81,31764.87
2025-08-16,Plain Bread 450G,57,10411.92
2025-08-16,Plain Flour 1KG,74,27897.86
2025-08-16,Salt 1KG,72,7193.23
2025-08-16,Toilet Paper 2PLY,88,8639.59
2025-08-16,Tomatoes 1KG,71,28190.61
2025-08-16,White Rice 1KG,69,15201.4
2025-08-16,White Sugar 1KG,71,24639.01
2025-08-17,Bottled Water 5L,96,23844.21
2025-08-17,Butter 227G,51,61495.05
2025-08-17,Chocolate Wafers 85G,57,5619.19
2025-08-17,Coca-Cola 1.5L,50,15056.57
2025-08-17,Coconut,68,8987.42
2025-08-17,Coconut Oil 750ML,67,56204.2
2025-08-17,Coconut Sweets,96,19007.94
2025-08-17,Fresh Chicken 1KG,30,42095.99
2025-08-17,Fresh Milk 1L,67,26424.44
2025-08-17,Ice Cream 1L,75,56992.0
2025-08-17,Mango Jam 500G,79,51858.74
2025-08-17,Milo Powder 400G,58,58894.27
2025-08-17,Pineapple Whole,79,31936.49
2025-08-17,Plain Bread 450G,56,9939.26
2025-08-17,Plain Flour 1KG,86,32729.75
2025-08-17,Salt 1KG,85,8640.27
2025-08-17,Toilet Paper 2PLY,90,9178.14
2025-08-17,Tomatoes 1KG,91,35732.52
2025-08-17,White Rice 1KG,73,15831.6
2025-08-17,White Sugar 1KG,71,25120.81
2025-08-18,Bottled Water 5L,64,15818.95
2025-08-18,Butter 227G,37,44474.26
2025-08-18,Chocolate Wafers 85G,35,3495.07
2025-08-18,Coca-Cola 1.5L,45,13538.69
2025-08-18,Coconut,72,9453.12
2025-08-18,Coconut Oil 750ML,61,52208.23
2025-08-18,Coconut Sweets,56,11238.64
2025-08-18,Fresh Chicken 1KG,21,29180.73
2025-08-18,Fresh Milk 1L,57,22597.81
2025-08-18,Ice Cream 1L,70,52730.82
2025-08-18,Mango Jam 500G,71,46543.07
2025-08-18,Milo Powder 400G,36,35608.93
2025-08-18,Pineapple Whole,65,25762.69
2025-08-18,Plain Bread 450G,46,8192.2
2025-08-18,Plain Flour 1KG,74,27803.35
2025-08-18,Salt 1KG,51,5126.91
2025-08-18,Toilet Paper 2PLY,67,6662.53
2025-08-18,Tomatoes 1KG,74,29756.53
2025-08-18,White Rice 1KG,65,14314.12
2025-08-18,White Sugar 1KG,62,21612.35
2025-08-19,Bottled Water 5L,56,14105.0
2025-08-19,Butter 227G,47,56704.81
2025-08-19,Chocolate Wafers 85G,41,4148.03
2025-08-19,Coca-Cola 1.5L,33,10025.78
2025-08-19,Coconut,60,7678.62
2025-08-19,Coconut Oil 750ML,51,44066.58
2025-08-19,Coconut Sweets,74,14744.54
2025-08-19,Fresh Chicken 1KG,29,40905.6
2025-08-19,Fresh Milk 1L,58,23660.28
2025-08-19,Ice Cream 1L,58,42694.49
2025-08-19,Mango Jam 500G,74,48891.56
2025-08-19,Milo Powder 400G,48,47747.16
2025-08-19,Pineapple Whole,54,21564.47
2025-08-19,Plain Bread 450G,34,6079.08
2025-08-19,Plain Flour 1KG,58,21782.61
2025-08-19,Salt 1KG,68,6903.81
2025-08-19,Toilet Paper 2PLY,61,6040.64
2025-08-19,Tomatoes 1KG,74,29335.23
2025-08-19,White Rice 1KG,56,12235.44
2025-08-19,White Sugar 1KG,60,20712.75
2025-08-20,Bottled Water 5L,74,18758.32
2025-08-20,Butter 227G,47,55556.4
2025-08-20,Chocolate Wafers 85G,35,3488.69
2025-08-20,Coca-Cola 1.5L,34,10280.15
2025-08-20,Coconut,57,7377.66
2025-08-20,Coconut Oil 750ML,59,50331.06
2025-08-20,Coconut Sweets,60,12109.03
2025-08-20,Fresh Chicken 1KG,29,41063.3
2025-08-20,Fresh Milk 1L,53,20822.05
2025-08-20,Ice Cream 1L,63,47359.3
2025-08-20,Mango Jam 500G,51,32696.82
2025-08-20,Milo Powder 400G,36,36177.79
2025-08-20,Pineapple Whole,58,23475.45
2025-08-20,Plain Bread 450G,45,8026.2
2025-08-20,Plain Flour 1KG,52,20027.41
2025-08-20,Salt 1KG,59,5977.88
2025-08-20,Toilet Paper 2PLY,66,6587.67
2025-08-20,Tomatoes 1KG,53,20803.56
2025-08-20,White Rice 1KG,66,14331.6
2025-08-20,White Sugar 1KG,52,17960.37
2025-08-21,Bottled Water 5L,60,15194.21
2025-08-21,Butter 227G,40,48381.59
2025-08-21,Chocolate Wafers 85G,43,4235.56
2025-08-21,Coca-Cola 1.5L,34,10393.43
2025-08-21,Coconut,69,8845.39
2025-08-21,Coconut Oil 750ML,64,53344.44
2025-08-21,Coconut Sweets,73,14837.5
2025-08-21,Fresh Chicken 1KG,22,30457.32
2025-08-21,Fresh Milk 1L,60,24401.0
2025-08-21,Ice Cream 1L,59,44762.66
2025-08-21,Mango Jam 500G,59,37925.34
2025-08-21,Milo Powder 400G,43,42949.47
2025-08-21,Pineapple Whole,73,29585.98
2025-08-21,Plain Bread 450G,42,7421.83
2025-08-21,Plain Flour 1KG,64,23997.01
2025-08-21,Salt 1KG,71,7112.38
2025-08-21,Toilet Paper 2PLY,52,5221.86
2025-08-21,Tomatoes 1KG,54,21655.67
2025-08-21,White Rice 1KG,66,14675.78
2025-08-21,White Sugar 1KG,56,19981.13
2025-08-22,Bottled Water 5L,64,15990.79
2025-08-22,Butter 227G,38,45415.11
2025-08-22,Chocolate Wafers 85G,46,4675.78
2025-08-22,Coca-Cola 1.5L,47,14078.6
2025-08-22,Coconut,56,7185.03
2025-08-22,Coconut Oil 750ML,53,45899.44
2025-08-22,Coconut Sweets,72,14124.57
2025-08-22,Fresh Chicken 1KG,23,32558.69
2025-08-22,Fresh Milk 1L,57,22625.46
2025-08-22,Ice Cream 1L,70,52228.93
2025-08-22,Mango Jam 500G,72,46182.8
2025-08-22,Milo Powder 400G,35,34407.67
2025-08-22,Pineapple Whole,54,21776.33
2025-08-22,Plain Bread 450G,33,5963.21
2025-08-22,Plain Flour 1KG,73,27903.09
2025-08-22,Salt 1KG,64,6448.36
2025-08-22,Toilet Paper 2PLY,73,7225.92
2025-08-22,Tomatoes 1KG,61,23993.8
2025-08-22,White Rice 1KG,64,14135.14
2025-08-22,White Sugar 1KG,69,24543.91
2025-08-23,Bottled Water 5L,68,17073.59
2025-08-23,Butter 227G,55,66613.08
2025-08-23,Chocolate Wafers 85G,63,6346.32
2025-08-23,Coca-Cola 1.5L,55,16363.34
2025-08-23,Coconut,79,10411.47
2025-08-23,Coconut Oil 750ML,77,66341.06
2025-08-23,Coconut Sweets,95,18996.91
2025-08-23,Fresh Chicken 1KG,26,36178.16
2025-08-23,Fresh Milk 1L,79,31771.49
2025-08-23,Ice Cream 1L,76,57416.66
2025-08-23,Mango Jam 500G,95,61930.74
2025-08-23,Milo Powder 400G,59,59639.29
2025-08-23,Pineapple Whole,96,37896.35
2025-08-23,Plain Bread 450G,43,7825.24
2025-08-23,Plain Flour 1KG,67,25445.41
2025-08-23,Salt 1KG,87,8562.96
2025-08-23,Toilet Paper 2PLY,73,7332.99
2025-08-23,Tomatoes 1KG,77,31054.03
2025-08-23,White Rice 1KG,90,19510.27
2025-08-23,White Sugar 1KG,68,24083.78
2025-08-24,Bottled Water 5L,74,18525.0
2025-08-24,Butter 227G,45,54081.54
2025-08-24,Chocolate Wafers 85G,56,5567.24
2025-08-24,Coca-Cola 1.5L,56,16919.54
2025-08-24,Coconut,84,11137.23
2025-08-24,Coconut Oil 750ML,76,65777.03
2025-08-24,Coconut Sweets,84,16695.6
2025-08-24,Fresh Chicken 1KG,34,48169.86
2025-08-24,Fresh Milk 1L,81,32995.73
2025-08-24,Ice Cream 1L,89,66514.18
2025-08-24,Mango Jam 500G,86,57017.12
2025-08-24,Milo Powder 400G,43,42231.38
2025-08-24,Pineapple Whole,79,31969.6
2025-08-24,Plain Bread 450G,46,8331.12
2025-08-24,Plain Flour 1KG,96,36673.74
2025-08-24,Salt 1KG,77,7693.32
2025-08-24,Toilet Paper 2PLY,90,8863.54
2025-08-24,Tomatoes 1KG,72,29234.77
2025-08-24,White Rice 1KG,81,17798.44
2025-08-24,White Sugar 1KG,93,32376.56
2025-08-25,Bottled Water 5L,74,18306.47
2025-08-25,Butter 227G,41,48996.03
2025-08-25,Chocolate Wafers 85G,44,4410.51
2025-08-25,Coca-Cola 1.5L,41,12541.57
2025-08-25,Coconut,59,7736.93
2025-08-25,Coconut Oil 750ML,62,51765.68
2025-08-25,Coconut Sweets,61,12139.11
2025-08-25,Fresh Chicken 1KG,24,33714.52
2025-08-25,Fresh Milk 1L,73,28899.81
2025-08-25,Ice Cream 1L,61,45552.57
2025-08-25,Mango Jam 500G,64,41795.06
2025-08-25,Milo Powder 400G,33,32377.47
2025-08-25,Pineapple Whole,52,20486.77
2025-08-25,Plain Bread 450G,37,6720.43
2025-08-25,Plain Flour 1KG,50,19256.05
2025-08-25,Salt 1KG,63,6258.66
2025-08-25,Toilet Paper 2PLY,50,5048.73
2025-08-25,Tomatoes 1KG,66,25974.8
2025-08-25,White Rice 1KG,66,14527.69
2025-08-25,White Sugar 1KG,61,21475.76
2025-08-26,Bottled Water 5L,52,12849.47
2025-08-26,Butter 227G,47,55688.45
2025-08-26,Chocolate Wafers 85G,42,4262.72
2025-08-26,Coca-Cola 1.5L,44,12986.2
2025-08-26,Coconut,65,8346.51
2025-08-26,Coconut Oil 750ML,52,44615.46
2025-08-26,Coconut Sweets,73,14663.27
2025-08-26,Fresh Chicken 1KG,23,32383.41
2025-08-26,Fresh Milk 1L,71,28420.25
2025-08-26,Ice Cream 1L,69,50917.54
2025-08-26,Mango Jam 500G,56,35890.33
2025-08-26,Milo Powder 400G,32,32619.45
2025-08-26,Pineapple Whole,70,27713.82
2025-08-26,Plain Bread 450G,43,7689.14
2025-08-26,Plain Flour 1KG,60,22651.44
2025-08-26,Salt 1KG,50,5077.97
2025-08-26,Toilet Paper 2PLY,57,5605.51
2025-08-26,Tomatoes 1KG,74,29452.31
2025-08-26,White Rice 1KG,64,14193.27
2025-08-26,White Sugar 1KG,55,19549.39
2025-08-27,Bottled Water 5L,73,18232.73
2025-08-27,Butter 227G,44,52648.24
2025-08-27,Chocolate Wafers 85G,37,3740.75
2025-08-27,Coca-Cola 1.5L,32,9525.82
2025-08-27,Coconut,65,8416.78
2025-08-27,Coconut Oil 750ML,64,54433.58
2025-08-27,Coconut Sweets,67,13363.94
2025-08-27,Fresh Chicken 1KG,22,31071.29
2025-08-27,Fresh Milk 1L,58,23503.7
2025-08-27,Ice Cream 1L,51,38729.39
2025-08-27,Mango Jam 500G,65,41509.5
2025-08-27,Milo Powder 400G,32,31769.86
2025-08-27,Pineapple Whole,75,30338.65
2025-08-27,Plain Bread 450G,34,6058.59
2025-08-27,Plain Flour 1KG,57,21699.67
2025-08-27,Salt 1KG,65,6621.5
2025-08-27,Toilet Paper 2PLY,67,6786.64
2025-08-27,Tomatoes 1KG,58,22872.75
2025-08-27,White Rice 1KG,72,15828.02
2025-08-27,White Sugar 1KG,67,23687.24
2025-08-28,Bottled Water 5L,72,17921.25
2025-08-28,Butter 227G,33,40105.96
2025-08-28,Chocolate Wafers 85G,38,3814.38
2025-08-28,Coca-Cola 1.5L,35,10314.95
2025-08-28,Coconut,59,7732.76
2025-08-28,Coconut Oil 750ML,73,62912.13
2025-08-28,Coconut Sweets,58,11818.62
2025-08-28,Fresh Chicken 1KG,24,33420.78
2025-08-28,Fresh Milk 1L,51,20372.12
2025-08-28,Ice Cream 1L,68,51396.67
2025-08-28,Mango Jam 500G,53,35042.91
2025-08-28,Milo Powder 400G,35,35019.06
2025-08-28,Pineapple Whole,63,25571.8
2025-08-28,Plain Bread 450G,46,8404.57
2025-08-28,Plain Flour 1KG,69,26089.17
2025-08-28,Salt 1KG,65,6392.62
2025-08-28,Toilet Paper 2PLY,71,7128.88
2025-08-28,Tomatoes 1KG,57,22867.2
2025-08-28,White Rice 1KG,50,10941.48
2025-08-28,White Sugar 1KG,54,19214.47
2025-08-29,Bottled Water 5L,54,13408.62
2025-08-29,Butter 227G,39,46833.24
2025-08-29,Chocolate Wafers 85G,41,4171.31
2025-08-29,Coca-Cola 1.5L,39,11861.89
2025-08-29,Coconut,63,8193.26
2025-08-29,Coconut Oil 750ML,65,56198.87
2025-08-29,Coconut Sweets,55,11067.61
2025-08-29,Fresh Chicken 1KG,21,29020.08
2025-08-29,Fresh Milk 1L,70,27961.09
2025-08-29,Ice Cream 1L,59,44772.65
2025-08-29,Mango Jam 500G,68,44811.61
2025-08-29,Milo Powder 400G,43,43627.85
2025-08-29,Pineapple Whole,58,22886.58
2025-08-29,Plain Bread 450G,35,6305.4
2025-08-29,Plain Flour 1KG,59,22508.21
2025-08-29,Salt 1KG,61,6008.7
2025-08-29,Toilet Paper 2PLY,53,5263.74
2025-08-29,Tomatoes 1KG,65,25741.48
2025-08-29,White Rice 1KG,55,12211.98
2025-08-29,White Sugar 1KG,55,18916.74
2025-08-30,Bottled Water 5L,81,20324.15
2025-08-30,Butter 227G,55,65469.38
2025-08-30,Chocolate Wafers 85G,47,4716.3
2025-08-30,Coca-Cola 1.5L,54,15906.53
2025-08-30,Coconut,76,9793.44
2025-08-30,Coconut Oil 750ML,76,63489.92
2025-08-30,Coconut Sweets,95,18713.07
2025-08-30,Fresh Chicken 1KG,36,50586.68
2025-08-30,Fresh Milk 1L,86,34510.52
2025-08-30,Ice Cream 1L,97,71600.2
2025-08-30,Mango Jam 500G,97,62675.38
2025-08-30,Milo Powder 400G,49,49552.98
2025-08-30,Pineapple Whole,90,35869.41
2025-08-30,Plain Bread 450G,56,10270.79
2025-08-30,Plain Flour 1KG,72,27019.92
2025-08-30,Salt 1KG,69,6918.61
2025-08-30,Toilet Paper 2PLY,83,8242.2
2025-08-30,Tomatoes 1KG,87,34458.67
2025-08-30,White Rice 1KG,88,19741.52
2025-08-30,White Sugar 1KG,86,30352.18
2025-08-31,Bottled Water 5L,83,20430.97
2025-08-31,Butter 227G,53,62896.03
2025-08-31,Chocolate Wafers 85G,62,6266.34
2025-08-31,Coca-Cola 1.5L,53,16099.26
2025-08-31,Coconut,75,9560.18
2025-08-31,Coconut Oil 750ML,71,60965.41
2025-08-31,Coconut Sweets,70,14056.38
2025-08-31,Fresh Chicken 1KG,28,39479.84
2025-08-31,Fresh Milk 1L,90,36190.63
2025-08-31,Ice Cream 1L,76,56624.69
2025-08-31,Mango Jam 500G,87,56868.26
2025-08-31,Milo Powder 400G,57,57846.62
2025-08-31,Pineapple Whole,70,28261.01
2025-08-31,Plain Bread 450G,62,11054.99
2025-08-31,Plain Flour 1KG,72,27743.66
2025-08-31,Salt 1KG,70,7037.99
2025-08-31,Toilet Paper 2PLY,72,7266.56
2025-08-31,Tomatoes 1KG,74,29746.85
2025-08-31,White Rice 1KG,77,17142.74
2025-08-31,White Sugar 1KG,78,26977.33
2025-09-01,Bottled Water 5L,62,15791.24
2025-09-01,Butter 227G,48,58419.41
2025-09-01,Chocolate Wafers 85G,35,3449.45
2025-09-01,Coca-Cola 1.5L,39,11687.77
2025-09-01,Coconut,63,8254.21
2025-09-01,Coconut Oil 750ML,68,56790.5
2025-09-01,Coconut Sweets,67,13284.68
2025-09-01,Fresh Chicken 1KG,70,97490.42
2025-09-01,Fresh Milk 1L,71,28095.18
2025-09-01,Ice Cream 1L,58,43642.04
2025-09-01,Mango Jam 500G,57,37692.31
2025-09-01,Milo Powder 400G,44,44560.35
2025-09-01,Pineapple Whole,67,26587.88
